,LINK_ID,Source,Target,ROAD_USE,LANES,ROAD_RANK,ROAD_NAME,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,REMARK,USER_ID,WORKSTATE,DEPT_CODE,STNL_REG,ROAD_TYPE,ROAD_NO,TMPID,UPLOAD_ID,SOSFNODEID,SOSTNODEID,SHAPE_STLe
1456,1540068700,1540023400,1540024000,0,2.0,104,서변3로,0,000,60.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,-,,nodelinkmanager2017010410,,,240.22873216
1457,1540067600,1540023200,1540023100,0,2.0,104,동변1로,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,-,,nodelinkmanager2017010410,,,151.371977151
1458,1540067900,1540023200,1540023300,0,2.0,104,동변1로,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,-,,nodelinkmanager2017010410,,,245.089910215
1459,1540068000,1540023300,1540023200,0,2.0,104,동변1로,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,-,,nodelinkmanager2017010410,,,245.089511325
1460,1540070300,1540023900,1540024100,0,1.0,104,동변로,0,000,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,-,,nodelinkmanager2017010410,,,121.433641317
1461,1540070400,1540024100,1540023900,0,2.0,104,동변로,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,-,,nodelinkmanager2017010410,,,121.433437336
1462,1540069500,1540023700,1540023800,0,1.0,104,동변2로,0,000,30.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,-,,nodelinkmanager2017010410,,,225.723636229
1463,1540069400,1540024100,1540023600,0,1.0,104,동변로,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,-,,nodelinkmanager2017010410,,,183.267937535
1464,1540069300,1540023600,1540024100,0,1.0,104,동변로,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,-,,nodelinkmanager2017010410,,,183.267861071
1465,1540068100,1540023200,1540023600,0,1.0,104,동변로,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,-,,nodelinkmanager2017010410,,,323.514068139
1466,1540068200,1540023600,1540023200,0,1.0,104,동변로,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,-,,nodelinkmanager2017010410,,,320.611806584
1467,1540069100,1540023600,1540023700,0,1.0,104,동변2로,0,000,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,-,,nodelinkmanager2017010410,,,241.965138662
1468,1540069200,1540023700,1540023600,0,1.0,104,동변2로,0,000,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,154,000,-,,nodelinkmanager2017010410,,,241.964842441
1469,1510038100,1510012700,1510004100,0,3.0,104,-,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,-,,nodelinkmanager2017010410,,,441.171157503
1470,1510037400,1510004000,1510012800,0,1.0,104,동촌로,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,-,,nodelinkmanager2017010410,,,1136.51223543
1471,1510037500,1510012800,1510004000,0,1.0,104,동촌로,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,-,,nodelinkmanager2017010410,,,1152.42699582
1472,1510012900,1510005600,1510000100,0,3.0,104,경안로,0,000,60.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,61,,nodelinkmanager2017010410,,,92.7874344998
1473,1510013000,1510000100,1510005600,0,3.0,104,경안로,0,000,60.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,61,,nodelinkmanager2017010410,,,92.7874898525
1474,1510013900,1510005800,1510006200,0,2.0,104,-,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,-,,nodelinkmanager2017010410,,,383.567734931
1475,1510014000,1510006200,1510005800,0,2.0,104,-,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,-,,nodelinkmanager2017010410,,,383.567374796
1476,1510016500,1510006300,1510000800,0,1.0,104,-,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,-,,nodelinkmanager2017010410,,,403.960058805
1477,1510016600,1510000800,1510006300,0,1.0,104,-,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,-,,nodelinkmanager2017010410,,,408.767602129
1478,1510015900,1510006200,1510006300,0,1.0,104,-,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,-,,nodelinkmanager2017010410,,,317.542361475
1479,1510016000,1510006300,1510006200,0,1.0,104,-,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,-,,nodelinkmanager2017010410,,,317.541863463
1480,1510027800,1510001600,1510010100,0,1.0,104,-,0,000,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,50,,nodelinkmanager2017010410,,,188.619592735
1481,1510024500,1510008800,1510008700,0,1.0,104,-,0,000,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,-,,nodelinkmanager2017010410,,,171.643787214
1482,1510024400,1510008700,1510008800,0,1.0,104,-,0,000,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,-,,nodelinkmanager2017010410,,,171.643487217
1483,1510021200,1510007600,1510007700,0,1.0,104,중앙십자로,0,000,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,-,,nodelinkmanager2017010410,,,169.59269439
1484,1510021300,1510007700,1510007600,0,1.0,104,중앙십자로,0,000,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,-,,nodelinkmanager2017010410,,,169.592394848
1485,1550034200,1550011400,1550012100,0,1.0,104,-,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,-,,nodelinkmanager2017010410,,,146.997134787
1486,1500000600,1500000600,1500000300,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,150,000,40,,nodelinkmanager2017010410,,,780.85266009
1487,1520000800,1520000400,1520000300,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,152,000,40,,nodelinkmanager2017010410,,,300.226542986
1488,1550007502,1550003701,1550003800,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,40,,nodelinkmanager2017010410,,,199.163220314
1489,1550008400,1550004100,1550004200,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,40,,nodelinkmanager2017010410,,,143.095583564
1490,1550009000,1550004300,1550004400,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,40,,nodelinkmanager2017010410,,,316.4121213
1491,1550009200,1550004400,1550004500,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,40,,nodelinkmanager2017010410,,,448.658261554
1492,1550009600,1550004500,1550004600,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,40,,nodelinkmanager2017010410,,,48.3211810538
1493,1550008200,1550003900,1550003800,0,1.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,40,,nodelinkmanager2017010410,,,506.559233934
1494,1550008800,1550004200,1550004300,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,40,,nodelinkmanager2017010410,,,295.412877978
1495,1550007602,1550003800,1550003701,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,40,,nodelinkmanager2017010410,,,199.341789941
1496,1550005800,1550003500,1550002600,0,2.0,104,범안로,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,20,,nodelinkmanager2017010410,,,546.635589733
1497,1550000903,1550000500,1550000501,0,3.0,104,유니버시아도로,0,000,80.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,28,,nodelinkmanager2017010410,,,330.994550376
1498,1550001003,1550000501,1550000500,0,3.0,104,유니버시아도로,0,000,80.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,28,,nodelinkmanager2017010410,,,330.831405335
1499,1550000902,1550000501,1550000502,0,5.0,104,유니버시아도로,0,000,80.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,28,,nodelinkmanager2017010410,,,314.449785639
1500,1550001002,1550000502,1550000501,0,5.0,104,유니버시아도로,0,000,80.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,28,,nodelinkmanager2017010410,,,313.560752681
1501,1570015802,1570007502,1570007501,0,2.0,104,파동로,0,000,60.0,0,0.0,0.0,,nodelinkmanager,5,50000,157,000,13,,nodelinkmanager2017010410,,,89.1586300411
1502,1570015701,1570007500,1570007501,0,2.0,104,파동로,0,000,60.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,003,13,,nodelinkmanager2017010410,,,55.09224472
1503,1570015702,1570007501,1570007502,0,2.0,104,파동로,0,000,60.0,0,0.0,0.0,,nodelinkmanager,5,50000,157,000,13,,nodelinkmanager2017010410,,,80.6267957411
1504,1550018100,1550007100,1550000500,0,3.0,104,유니버시아도로,0,000,80.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,28,,nodelinkmanager2017010410,,,260.63286528
1505,1550018200,1550000500,1550007100,0,3.0,104,유니버시아도로,0,000,80.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,28,,nodelinkmanager2017010410,,,259.28041661
1506,1550038200,1550003300,1550012500,0,1.0,104,진리8길,0,000,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,-,,nodelinkmanager2017010410,,,456.682591634
1507,1550038100,1550012500,1550003300,0,1.0,104,진리8길,0,000,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,-,,nodelinkmanager2017010410,,,450.383096403
1508,1550017900,1550000300,1550001200,0,3.0,104,범안로,0,000,80.0,0,0.0,0.0,연호지하차도,nodelinkmanager,5,50000,155,002,20,,nodelinkmanager2017010410,,,1640.83524289
1509,1550031800,1550003500,1550002601,0,3.0,104,범안로,0,000,80.0,0,0.0,0.0,연호고가차도,nodelinkmanager,5,50000,155,001,20,,nodelinkmanager2017010410,,,974.713818229
1510,1550031700,1550002601,1550003500,0,3.0,104,범안로,0,000,80.0,0,0.0,0.0,연호고가차도,nodelinkmanager,5,50000,155,001,20,,nodelinkmanager2017010410,,,967.620617121
1511,1550008700,1550004300,1550004200,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,40,,nodelinkmanager2017010410,,,294.862191401
1512,1550007301,1550004000,1550004001,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,40,,nodelinkmanager2017010410,,,207.415717088
1513,1550007501,1550003700,1550003701,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,40,,nodelinkmanager2017010410,,,221.182050588
1514,1520000700,1520000300,1520000400,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,152,000,40,,nodelinkmanager2017010410,,,298.719212719
1515,1520001100,1520000500,1500000300,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,150,000,40,,nodelinkmanager2017010410,,,200.361625831
1516,1520001200,1500000300,1520000500,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,150,000,40,,nodelinkmanager2017010410,,,200.361952237
1517,1500000500,1500000300,1500000600,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,150,000,40,,nodelinkmanager2017010410,,,782.013531247
1518,1500000100,1500000100,1500000200,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,150,000,40,,nodelinkmanager2017010410,,,27.9563793426
1519,1500000200,1500000200,1500000100,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,150,000,40,,nodelinkmanager2017010410,,,27.8866943497
1520,1550007402,1550003700,1550004001,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,40,,nodelinkmanager2017010410,,,860.057014241
1521,1550008500,1550004000,1550004100,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,40,,nodelinkmanager2017010410,,,137.583477317
1522,1550008600,1550004100,1550004000,0,5.0,104,달구벌대로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,40,,nodelinkmanager2017010410,,,137.853352743
1523,1550000100,1550000200,1570007500,0,2.0,104,파동로,0,000,60.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,13,,nodelinkmanager2017010410,,,2482.47149561
1524,1550005700,1550002600,1550003500,0,2.0,104,범안로,0,000,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,20,,nodelinkmanager2017010410,,,546.54545497
1525,1550000400,1550000100,1550000300,0,3.0,104,범안로,0,000,80.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,20,,nodelinkmanager2017010410,,,1907.63068961
1526,1550001200,1550001100,1550000400,0,2.0,104,신천동로,0,000,60.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,13,,nodelinkmanager2017010410,,,599.06993939
1527,1550000200,1570007500,1550000200,0,2.0,104,파동로,0,000,60.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,13,,nodelinkmanager2017010410,,,2479.19399584
1528,1550002001,1550001000,1550001001,0,1.0,104,유니버시아도로,0,000,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,28,,nodelinkmanager2017010410,,,274.022795962
1529,1550003602,1550002600,1550002601,0,2.0,104,범안로,0,000,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,20,,nodelinkmanager2017010410,,,425.751375154
1530,1550003601,1550002601,1550001200,0,3.0,104,범안로,0,000,80.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,20,,nodelinkmanager2017010410,,,110.385631048
1531,1550003501,1550001200,1550002601,0,3.0,104,범안로,0,000,80.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,20,,nodelinkmanager2017010410,,,107.690053068
1532,1520008200,1520003500,1520002800,0,1.0,104,실타래3길,0,000,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,152,000,-,,nodelinkmanager2017010410,,,975.511526179
1533,1520008100,1520002800,1520003500,0,1.0,104,실타래3길,0,000,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,152,000,-,,nodelinkmanager2017010410,,,956.064969381
1534,1520014800,1520005300,1520004700,0,4.0,104,와룡로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,152,000,31,,nodelinkmanager2017010410,,,476.679358023
1535,1520014700,1520004700,1520005300,0,4.0,104,와룡로,0,000,70.0,0,0.0,0.0,,nodelinkmanager,5,50000,152,000,31,,nodelinkmanager2017010410,,,476.679275184
1536,1520008400,1520003000,1520002900,0,1.0,104,밀라노2길,0,000,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,152,000,-,,nodelinkmanager2017010410,,,793.433108708
1537,1560023800,1560001200,1560008100,0,1.0,104,중흥로,0,000,50.0,0,0.0,0.0,,nodelinkmanager,5,50000,156,000,-,,nodelinkmanager2017010410,,,783.616195195
1538,1530007300,1530002400,1530002600,0,1.0,104,대명남로,0,000,60.0,0,0.0,0.0,,nodelinkmanager,5,50000,153,000,-,,nodelinkmanager2017010410,,,569.539243662
1539,1530007400,1530002600,1530002400,0,2.0,104,대명남로,0,000,60.0,0,0.0,0.0,,nodelinkmanager,5,50000,153,000,-,,nodelinkmanager2017010410,,,573.015138353
1540,1510022100,1510009700,1510007800,0,3.0,104,신천희망로,0,000,60.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,-,,nodelinkmanager2017010410,,,461.792552408
1541,1510022000,1510007800,1510009700,0,3.0,104,신천희망로,0,000,60.0,0,0.0,0.0,,nodelinkmanager,5,50000,151,000,-,,nodelinkmanager2017010410,,,469.718973615
1542,1530007600,1530003300,1530002400,0,1.0,104,안지시장길,0,000,40.0,0,0.0,0.0,,nodelinkmanager,5,50000,153,000,-,,nodelinkmanager2017010410,,,532.438480518
1543,1530007500,1530002400,1530003300,0,1.0,104,안지시장길,0,000,60.0,0,0.0,0.0,,nodelinkmanager,5,50000,153,000,-,,nodelinkmanager2017010410,,,527.388196741
1544,1550014600,1550006900,1550005900,0,2.0,104,지범로,0,000,60.0,0,0.0,0.0,,nodelinkmanager,5,50000,155,000,-,,nodelinkmanager2017010410,,,654.045655349
